Gene	Cytoband	(A) FLT3 mutation	(B) FLT3 non mutation	(A) FLT3 mutation	(B) FLT3 non mutation	Log Ratio	p-Value	q-Value	Higher expression in
BMT2	7q31.1	3.04	3.03	0.45	0.51	0.02	0.841	0.919	(A) FLT3 mutation
METTL24	6q21	0.63	0.62	0.31	0.46	0.01	0.841	0.919	(A) FLT3 mutation
SLK	10q24.33-q25.1	4.36	4.38	0.50	0.59	-0.02	0.842	0.919	(B) FLT3 non mutation
NAPSB	19q13.33	3.26	3.19	2.14	1.76	0.07	0.842	0.919	(A) FLT3 mutation
DSTN	20p12.1	4.77	4.79	0.56	0.69	-0.02	0.842	0.919	(B) FLT3 non mutation
EMC4	15q14	5.50	5.50	0.23	0.28	0.01	0.842	0.919	(A) FLT3 mutation
SDHAP1	3q29	2.24	2.22	0.51	0.42	0.02	0.842	0.919	(A) FLT3 mutation
NDUFA8	9q33.2	4.34	4.33	0.39	0.46	0.01	0.842	0.919	(A) FLT3 mutation
CNNM3	2q11.2	4.01	4.03	0.38	0.37	-0.01	0.842	0.919	(B) FLT3 non mutation
PPM1J	1p13.2	0.44	0.46	0.73	0.69	-0.02	0.843	0.920	(B) FLT3 non mutation
LRRC37A3	17q24.1	1.29	1.30	0.37	0.41	-0.01	0.843	0.920	(B) FLT3 non mutation
TBC1D14	4p16.1	4.64	4.63	0.35	0.45	0.01	0.843	0.920	(A) FLT3 mutation
PIN1	19p13	3.82	3.83	0.35	0.43	-0.01	0.843	0.920	(B) FLT3 non mutation
TRAPPC2L	16q24.3	3.65	3.64	0.39	0.40	0.01	0.844	0.920	(A) FLT3 mutation
NAA20	20p11.23	4.96	4.98	0.46	0.38	-0.01	0.844	0.920	(B) FLT3 non mutation
GBP3	1p22.2	3.10	3.08	0.61	0.68	0.02	0.844	0.920	(A) FLT3 mutation
H2AZ1	4q23	6.49	6.47	0.54	0.52	0.02	0.844	0.920	(A) FLT3 mutation
ZNF717	3p12.3	2.20	2.18	0.75	0.71	0.02	0.844	0.920	(A) FLT3 mutation
EXOSC5	19q13.2	4.46	4.45	0.47	0.61	0.02	0.844	0.920	(A) FLT3 mutation
P3H2	3q28	0.36	0.37	0.50	0.44	-0.02	0.844	0.921	(B) FLT3 non mutation
CLEC10A	17p13.1	1.39	1.33	1.65	1.50	0.05	0.844	0.921	(A) FLT3 mutation
CISD2	4q24	3.81	3.83	0.34	0.40	-0.01	0.844	0.921	(B) FLT3 non mutation
SLC5A1	22q12.3	0.01	0.01	0.02	0.02	0.00	0.844	0.921	(A) FLT3 mutation
RALY	20q11.22	6.16	6.17	0.37	0.39	-0.01	0.844	0.921	(B) FLT3 non mutation
NCOR1P1	20p11.1	0.01	0.01	0.03	0.03	0.00	0.845	0.921	(A) FLT3 mutation
IER3IP1	18q21.1	4.64	4.63	0.44	0.52	0.02	0.845	0.921	(A) FLT3 mutation
ASB6	9q34.11	3.19	3.20	0.25	0.35	-0.01	0.845	0.921	(B) FLT3 non mutation
EDEM2	20q11.22	4.63	4.62	0.25	0.38	0.01	0.845	0.921	(A) FLT3 mutation
CORO6	17q11.2	1.32	1.30	0.70	0.88	0.03	0.845	0.921	(A) FLT3 mutation
ARAP1	11q13.4	5.10	5.08	0.70	0.71	0.02	0.845	0.922	(A) FLT3 mutation
SSBP2	5q14.1	5.04	5.07	0.91	1.00	-0.03	0.845	0.922	(B) FLT3 non mutation
ZNF672	1q44	4.13	4.12	0.36	0.41	0.01	0.846	0.922	(A) FLT3 mutation
KDM5A	12p13.33	4.17	4.16	0.24	0.37	0.01	0.846	0.922	(A) FLT3 mutation
AGPAT1	6p21.32	4.95	4.94	0.33	0.41	0.01	0.846	0.922	(A) FLT3 mutation
BRAF	7q34	3.41	3.39	0.43	0.50	0.01	0.846	0.922	(A) FLT3 mutation
RPS13	11p15.1	9.65	9.67	0.53	0.53	-0.02	0.846	0.922	(B) FLT3 non mutation
DIO1	1p32.3	1.13	1.14	0.36	0.33	-0.01	0.846	0.922	(B) FLT3 non mutation
HDAC2	6q21	4.30	4.29	0.38	0.43	0.01	0.846	0.922	(A) FLT3 mutation
MSX2	5q35.2	0.06	0.06	0.16	0.18	-0.01	0.846	0.922	(B) FLT3 non mutation
APOL2	22q12.3	3.46	3.48	0.48	0.46	-0.02	0.846	0.922	(B) FLT3 non mutation
SRCAP	16p11.2	5.35	5.36	0.33	0.35	-0.01	0.847	0.922	(B) FLT3 non mutation
C18ORF21	18q12.2	3.62	3.61	0.29	0.34	0.01	0.847	0.922	(A) FLT3 mutation
SIAH1	16q12.1	3.57	3.56	0.38	0.40	0.01	0.847	0.922	(A) FLT3 mutation
TMEM134	11q13.2	2.76	2.74	0.37	0.50	0.01	0.847	0.922	(A) FLT3 mutation
SLC8A3	14q24.2	0.56	0.54	0.65	0.76	0.02	0.847	0.922	(A) FLT3 mutation
GPATCH2L	14q24.3	3.34	3.35	0.38	0.47	-0.01	0.847	0.922	(B) FLT3 non mutation
SFSWAP	12q24.33	3.94	3.95	0.22	0.25	-0.01	0.847	0.923	(B) FLT3 non mutation
SPINDOC	11q13.1	2.85	2.87	0.43	0.68	-0.02	0.848	0.923	(B) FLT3 non mutation
MROH9	1q24.3	0.03	0.04	0.13	0.07	-0.00	0.848	0.923	(B) FLT3 non mutation
PKN2	1p22.2	4.09	4.10	0.41	0.46	-0.01	0.848	0.923	(B) FLT3 non mutation
BRD7	16q12.1	4.17	4.18	0.26	0.27	-0.01	0.848	0.923	(B) FLT3 non mutation
KLK1	19q13.33	0.55	0.53	0.81	0.69	0.03	0.848	0.923	(A) FLT3 mutation
TLE5	19p13.3	5.91	5.93	0.45	0.54	-0.02	0.849	0.924	(B) FLT3 non mutation
CTSH	15q25.1	4.45	4.50	1.68	1.42	-0.05	0.849	0.924	(B) FLT3 non mutation
TENM1	Xq25	0.84	0.82	0.56	0.60	0.02	0.849	0.924	(A) FLT3 mutation
TAP2	6p21.32	4.29	4.27	0.43	0.55	0.02	0.849	0.924	(A) FLT3 mutation
IGLL3P	22q11.23	0.39	0.38	0.39	0.34	0.01	0.849	0.924	(A) FLT3 mutation
POLR3D	8p21.3	4.19	4.21	0.52	0.55	-0.02	0.849	0.924	(B) FLT3 non mutation
SNORA41	2q33.3	2.97	2.94	0.77	0.73	0.02	0.849	0.924	(A) FLT3 mutation
CACHD1	1p31.3	0.84	0.86	0.76	0.82	-0.03	0.849	0.924	(B) FLT3 non mutation
ANKRD17	4q13.3	5.03	5.02	0.44	0.40	0.01	0.849	0.924	(A) FLT3 mutation
PAGR1	16p11.2	3.54	3.55	0.29	0.30	-0.01	0.850	0.925	(B) FLT3 non mutation
ZBTB25	14q23.3	3.23	3.22	0.33	0.34	0.01	0.850	0.925	(A) FLT3 mutation
NPTN	15q24.1	4.68	4.66	0.43	0.48	0.01	0.850	0.925	(A) FLT3 mutation
RFPL1	22q12.2	0.49	0.47	0.66	0.63	0.02	0.850	0.925	(A) FLT3 mutation
RAB5A	3p24.3	4.45	4.44	0.30	0.36	0.01	0.850	0.925	(A) FLT3 mutation
ZGPAT	20q13.33	3.66	3.68	0.55	0.63	-0.02	0.850	0.925	(B) FLT3 non mutation
RGS7	1q43	0.03	0.03	0.10	0.06	0.00	0.850	0.925	(A) FLT3 mutation
NUP50	22q13.31	4.50	4.51	0.32	0.37	-0.01	0.850	0.925	(B) FLT3 non mutation
MALL	2q13	0.71	0.73	0.68	0.78	-0.02	0.850	0.925	(B) FLT3 non mutation
COL26A1	7q22.1	0.12	0.13	0.29	0.37	-0.01	0.851	0.925	(B) FLT3 non mutation
GPR132	14q32.33	2.76	2.78	0.78	0.92	-0.03	0.851	0.925	(B) FLT3 non mutation
NUP155	5p13.2	3.75	3.76	0.41	0.51	-0.01	0.851	0.925	(B) FLT3 non mutation
PEPD	19q13.11	3.76	3.74	0.49	0.63	0.02	0.851	0.925	(A) FLT3 mutation
TRIM28	19q13.43	7.10	7.08	0.44	0.53	0.02	0.851	0.925	(A) FLT3 mutation
PRH1	12p13.2	2.58	2.57	0.39	0.43	0.01	0.851	0.925	(A) FLT3 mutation
DDX49	19p13.11	4.01	4.02	0.31	0.43	-0.01	0.851	0.925	(B) FLT3 non mutation
ZNF552	19q13.43	3.13	3.12	0.46	0.56	0.02	0.851	0.925	(A) FLT3 mutation
EIF5AL1	10q22.3	0.04	0.04	0.05	0.04	-0.00	0.851	0.926	(B) FLT3 non mutation
HGD	3q13.33	0.26	0.26	0.13	0.28	-0.01	0.851	0.926	(B) FLT3 non mutation
PTHLH	12p11.22	0.04	0.04	0.06	0.14	0.00	0.852	0.926	(A) FLT3 mutation
NR2C2	3p25.1	4.74	4.72	0.46	0.44	0.01	0.852	0.926	(A) FLT3 mutation
FZD8	10p11.21	0.47	0.45	0.66	0.59	0.02	0.852	0.926	(A) FLT3 mutation
MYO7B	2q14.3	1.01	1.04	0.74	0.92	-0.03	0.852	0.926	(B) FLT3 non mutation
FAM9C	Xp22.2	0.03	0.03	0.06	0.04	-0.00	0.852	0.926	(B) FLT3 non mutation
RAB37	17q25.1	5.17	5.14	1.04	0.91	0.03	0.852	0.926	(A) FLT3 mutation
IPO11	5q12.1	3.29	3.31	0.53	0.55	-0.02	0.852	0.926	(B) FLT3 non mutation
ARHGEF1	19q13.2	5.85	5.83	0.62	0.61	0.02	0.852	0.926	(A) FLT3 mutation
SNORD114-30	14q32.31	0.06	0.05	0.29	0.18	0.01	0.852	0.926	(A) FLT3 mutation
PI4KAP2	22q11.21	1.86	1.87	0.42	0.54	-0.01	0.852	0.926	(B) FLT3 non mutation
RPF2	6q21	4.30	4.28	0.54	0.52	0.02	0.852	0.926	(A) FLT3 mutation
ADAMTS1	21q21.3	0.77	0.81	1.27	1.07	-0.04	0.852	0.926	(B) FLT3 non mutation
RDUR		0.16	0.18	0.43	0.45	-0.01	0.852	0.926	(B) FLT3 non mutation
PPCDC	15q24.2	3.00	3.01	0.40	0.45	-0.01	0.853	0.926	(B) FLT3 non mutation
LCN6	9q34.3	0.61	0.65	0.96	1.20	-0.03	0.853	0.926	(B) FLT3 non mutation
ESYT1	12q13.2	6.08	6.10	0.42	0.50	-0.01	0.853	0.926	(B) FLT3 non mutation
MATN2	8q22.1-q22.2	0.59	0.57	0.48	0.39	0.01	0.853	0.926	(A) FLT3 mutation
DENND5A	11p15.4	4.96	4.97	0.44	0.53	-0.01	0.853	0.926	(B) FLT3 non mutation
ABCB8	7q36.1	2.56	2.58	0.41	0.51	-0.01	0.853	0.926	(B) FLT3 non mutation
SCAI	9q33.3	3.03	3.05	0.65	0.72	-0.02	0.853	0.926	(B) FLT3 non mutation
EFR3B	2p23.3	0.42	0.43	0.41	0.51	-0.01	0.853	0.926	(B) FLT3 non mutation
SLC25A38	3p22.1	4.06	4.05	0.37	0.55	0.01	0.853	0.926	(A) FLT3 mutation
SNORD97	11p15.3	3.67	3.70	0.84	0.80	-0.03	0.853	0.926	(B) FLT3 non mutation
CTBP2	10q26.13	3.80	3.79	0.41	0.41	0.01	0.853	0.926	(A) FLT3 mutation
SIGLEC11	19q13.33	0.36	0.38	0.55	0.50	-0.02	0.853	0.926	(B) FLT3 non mutation
ZBTB16	11q23.2	3.02	3.06	1.17	1.24	-0.04	0.853	0.927	(B) FLT3 non mutation
SRSF3	6p21.31-p21.2	6.84	6.83	0.31	0.35	0.01	0.854	0.927	(A) FLT3 mutation
TTI2	8p12	2.81	2.80	0.30	0.36	0.01	0.854	0.927	(A) FLT3 mutation
CLPSL1	6p21.31	0.00	0.00	0.02	0.02	-0.00	0.854	0.927	(B) FLT3 non mutation
FBXO30	6q24.3	2.80	2.81	0.32	0.53	-0.01	0.854	0.927	(B) FLT3 non mutation
GPR75	2p16.2	2.66	2.68	0.53	0.57	-0.02	0.854	0.927	(B) FLT3 non mutation
DUSP12	1q23.3	3.82	3.82	0.24	0.31	-0.01	0.854	0.927	(B) FLT3 non mutation
RETREG3	17q21.2	4.28	4.27	0.34	0.33	0.01	0.854	0.927	(A) FLT3 mutation
KCNS3	2p24.2	0.08	0.07	0.26	0.23	0.01	0.855	0.927	(A) FLT3 mutation
LYZL2	10p11.23	0.00	0.00	0.01	0.01	-0.00	0.855	0.927	(B) FLT3 non mutation
SPRING1	12q24.22	3.53	3.51	0.42	0.51	0.01	0.855	0.927	(A) FLT3 mutation
NAF1	4q32.2	3.01	3.02	0.36	0.36	-0.01	0.855	0.927	(B) FLT3 non mutation
NRBF2	10q21.3	3.46	3.48	0.47	0.42	-0.01	0.855	0.927	(B) FLT3 non mutation
SRP9	1q42.12	5.55	5.54	0.39	0.38	0.01	0.855	0.928	(A) FLT3 mutation
CABCOCO1	10q21.2	0.04	0.04	0.07	0.07	-0.00	0.855	0.928	(B) FLT3 non mutation
GRIA1	5q33.2	0.00	0.00	0.01	0.01	-0.00	0.855	0.928	(B) FLT3 non mutation
ZNF366	5q13.1	0.54	0.55	0.57	0.58	-0.02	0.855	0.928	(B) FLT3 non mutation
FBXL3	13q22.3	4.37	4.38	0.34	0.40	-0.01	0.855	0.928	(B) FLT3 non mutation
CFAP221	2q14.2	0.02	0.01	0.07	0.03	0.00	0.856	0.928	(A) FLT3 mutation
SRSF9	12q24.31	6.00	5.99	0.24	0.28	0.01	0.856	0.928	(A) FLT3 mutation
RPF1	1p22.3	4.34	4.35	0.29	0.37	-0.01	0.856	0.928	(B) FLT3 non mutation
PKD1	16p13.3	3.93	3.95	0.60	0.67	-0.02	0.856	0.928	(B) FLT3 non mutation
PGM2L1	11q13.4	1.98	2.00	0.53	0.57	-0.02	0.856	0.928	(B) FLT3 non mutation
COPE	19p13.11	6.43	6.41	0.50	0.56	0.02	0.856	0.928	(A) FLT3 mutation
RECQL5	17q25	3.08	3.07	0.34	0.37	0.01	0.856	0.928	(A) FLT3 mutation
TMEM245	9q31.3	3.99	4.00	0.43	0.34	-0.01	0.856	0.928	(B) FLT3 non mutation
CORO2A	9q22.33	1.85	1.82	0.75	0.82	0.02	0.856	0.928	(A) FLT3 mutation
BRICD5	16p13.3	2.23	2.25	0.48	0.56	-0.02	0.856	0.928	(B) FLT3 non mutation
RBFOX2	22q12.3	0.90	0.93	0.85	0.83	-0.03	0.857	0.928	(B) FLT3 non mutation
SMCO4	11q21	3.18	3.15	0.97	1.08	0.03	0.857	0.928	(A) FLT3 mutation
PRDM10	11q24.3	2.61	2.62	0.34	0.32	-0.01	0.857	0.929	(B) FLT3 non mutation
REEP4	8p21.3	4.50	4.49	0.48	0.55	0.02	0.857	0.929	(A) FLT3 mutation
ATP8B1	18q21.31	2.47	2.45	0.58	0.64	0.02	0.857	0.929	(A) FLT3 mutation
PDYN	20p13	0.02	0.02	0.09	0.10	-0.00	0.857	0.929	(B) FLT3 non mutation
TMEM128	4p16.3	2.38	2.37	0.21	0.29	0.01	0.857	0.929	(A) FLT3 mutation
GRIK5	19q13.2	3.33	3.37	1.37	1.38	-0.04	0.857	0.929	(B) FLT3 non mutation
KCNK17	6p21.2	2.61	2.56	1.59	1.71	0.05	0.857	0.929	(A) FLT3 mutation
DENND3	8q24.3	4.77	4.78	0.61	0.63	-0.02	0.857	0.929	(B) FLT3 non mutation
TNKS2	10q23.32	4.60	4.59	0.27	0.36	0.01	0.857	0.929	(A) FLT3 mutation
JRK	8q24.3	3.05	3.07	0.67	0.63	-0.02	0.858	0.929	(B) FLT3 non mutation
GBP5	1p22.2	2.93	2.96	0.95	0.98	-0.03	0.858	0.929	(B) FLT3 non mutation
PLCG2	16q24.1	4.76	4.78	0.40	0.48	-0.01	0.858	0.929	(B) FLT3 non mutation
RCSD1	1q24.2	6.00	6.02	0.52	0.61	-0.02	0.858	0.929	(B) FLT3 non mutation
INHBA-AS1	7p14.1	0.13	0.12	0.28	0.26	0.01	0.858	0.929	(A) FLT3 mutation
FCGR3A	1q23.3	3.25	3.30	1.80	1.73	-0.05	0.858	0.929	(B) FLT3 non mutation
NDNF	4q27	0.05	0.06	0.33	0.19	-0.01	0.858	0.929	(B) FLT3 non mutation
POFUT2	21q22.3	2.74	2.73	0.43	0.46	0.01	0.858	0.929	(A) FLT3 mutation
OVOL2	20p11.23	0.01	0.01	0.03	0.04	0.00	0.858	0.929	(A) FLT3 mutation
KRBOX5		1.87	1.88	0.42	0.44	-0.01	0.858	0.929	(B) FLT3 non mutation
FAM193A	4p16.3	4.34	4.33	0.25	0.28	0.01	0.858	0.929	(A) FLT3 mutation
NPY6R	5q31.2	0.52	0.51	0.36	0.41	0.01	0.859	0.930	(A) FLT3 mutation
OPN1SW	7q32.1	0.85	0.84	0.36	0.32	0.01	0.859	0.930	(A) FLT3 mutation
ZSWIM8	10q22.2	4.21	4.23	0.41	0.43	-0.01	0.859	0.930	(B) FLT3 non mutation
TBC1D21	15q24.1	0.00	0.00	0.01	0.01	0.00	0.859	0.930	(A) FLT3 mutation
NDUFA6	22q13.2	4.55	4.56	0.36	0.40	-0.01	0.859	0.930	(B) FLT3 non mutation
MRPL1	4q21.1	4.15	4.16	0.49	0.54	-0.02	0.859	0.930	(B) FLT3 non mutation
FAM216B	13q14.11	0.01	0.01	0.03	0.03	-0.00	0.859	0.930	(B) FLT3 non mutation
ABL1	9q34.12	4.44	4.42	0.37	0.46	0.01	0.859	0.930	(A) FLT3 mutation
BATF	14q24.3	3.33	3.31	0.54	0.63	0.02	0.860	0.930	(A) FLT3 mutation
SERPINB11	18q21.33	0.00	0.00	0.01	0.01	-0.00	0.860	0.930	(B) FLT3 non mutation
CENPK	5q12.3	3.81	3.79	0.77	0.69	0.02	0.860	0.930	(A) FLT3 mutation
TBR1	2q24.2	0.05	0.05	0.08	0.07	0.00	0.860	0.930	(A) FLT3 mutation
TRAK1	3p22.1	3.76	3.76	0.18	0.30	0.01	0.860	0.930	(A) FLT3 mutation
LINC00488	3q13.13	0.01	0.01	0.03	0.04	-0.00	0.860	0.930	(B) FLT3 non mutation
TRIM71	3p22.3	1.59	1.56	1.16	1.31	0.04	0.860	0.930	(A) FLT3 mutation
CYP7A1	8q12.1	0.03	0.03	0.03	0.04	-0.00	0.860	0.930	(B) FLT3 non mutation
ZNF776	19q13.43	3.07	3.06	0.57	0.61	0.02	0.860	0.930	(A) FLT3 mutation
CLRN2	4p15.32	0.00	0.00	0.01	0.01	-0.00	0.860	0.930	(B) FLT3 non mutation
TENT5C	1p12	3.66	3.62	1.24	1.20	0.04	0.860	0.930	(A) FLT3 mutation
RDH5	12q13.2	3.29	3.30	0.47	0.51	-0.01	0.861	0.931	(B) FLT3 non mutation
ULK4	3p22.1	2.11	2.10	0.45	0.51	0.01	0.861	0.931	(A) FLT3 mutation
UBE2E1	3p24.2	5.98	5.99	0.36	0.46	-0.01	0.861	0.931	(B) FLT3 non mutation
SPATA16	3q26.31	0.05	0.05	0.06	0.23	-0.00	0.861	0.931	(B) FLT3 non mutation
DNAJC8	1p35.3	5.49	5.49	0.28	0.32	0.01	0.862	0.932	(A) FLT3 mutation
SEC61B	9q22.33	5.81	5.83	0.51	0.55	-0.02	0.862	0.932	(B) FLT3 non mutation
PCDHB15	5q31.3	0.24	0.23	0.37	0.32	0.01	0.862	0.932	(A) FLT3 mutation
U2AF1L4	19q13.12	3.16	3.14	0.53	0.55	0.02	0.862	0.932	(A) FLT3 mutation
CELA1	12q13.13	0.49	0.50	0.36	0.37	-0.01	0.862	0.932	(B) FLT3 non mutation
C10ORF62	10q24.2	0.02	0.02	0.05	0.08	0.00	0.862	0.932	(A) FLT3 mutation
TTBK2	15q15.2	3.27	3.25	0.48	0.51	0.01	0.862	0.932	(A) FLT3 mutation
VRK2	2p16.1	4.07	4.06	0.36	0.41	0.01	0.862	0.932	(A) FLT3 mutation
NEU2	2q37.1	0.00	0.00	0.01	0.01	0.00	0.862	0.932	(A) FLT3 mutation
KCNH3	12q13.12	0.86	0.88	0.67	0.66	-0.02	0.862	0.932	(B) FLT3 non mutation
SNORD111	16q22.1	0.91	0.90	0.50	0.54	0.02	0.863	0.932	(A) FLT3 mutation
C19ORF12	19q12	2.59	2.58	0.31	0.31	0.01	0.863	0.932	(A) FLT3 mutation
ANKIB1	7q21.2	3.80	3.81	0.42	0.44	-0.01	0.863	0.932	(B) FLT3 non mutation
CTNNAL1	9q31.3	2.82	2.80	0.75	0.80	0.02	0.863	0.932	(A) FLT3 mutation
GAN	16q23.2	1.72	1.73	0.40	0.45	-0.01	0.863	0.932	(B) FLT3 non mutation
NGRN	15q26.1	4.34	4.33	0.31	0.37	0.01	0.863	0.933	(A) FLT3 mutation
ARL3	10q24.32	2.29	2.30	0.35	0.41	-0.01	0.864	0.933	(B) FLT3 non mutation
UQCRHL	1p36.21	3.70	3.72	0.68	0.67	-0.02	0.864	0.933	(B) FLT3 non mutation
LMF1	16p13.3	2.52	2.51	0.51	0.50	0.01	0.864	0.933	(A) FLT3 mutation
IQSEC3	12p13.33	1.42	1.45	1.16	1.16	-0.03	0.864	0.933	(B) FLT3 non mutation
ZNF302	19q13.11	3.64	3.66	0.58	0.61	-0.02	0.864	0.933	(B) FLT3 non mutation
DRGX	10q11.23	0.00	0.00	0.01	0.01	-0.00	0.864	0.933	(B) FLT3 non mutation
FARP2	2q37.3	2.01	2.02	0.49	0.56	-0.01	0.864	0.933	(B) FLT3 non mutation
HMHB1	5q31.3	0.21	0.20	0.39	0.37	0.01	0.864	0.933	(A) FLT3 mutation
OGFR	20q13.33	4.02	4.03	0.57	0.52	-0.02	0.864	0.933	(B) FLT3 non mutation
SNX7	1p21.3	0.21	0.20	0.53	0.29	0.01	0.864	0.933	(A) FLT3 mutation
CENPH	5q13.2	3.64	3.62	0.75	0.70	0.02	0.864	0.933	(A) FLT3 mutation
GATB	4q31.3	2.37	2.36	0.28	0.34	0.01	0.864	0.933	(A) FLT3 mutation
CASP6	4q25	4.14	4.12	0.58	0.73	0.02	0.865	0.933	(A) FLT3 mutation
JUND	19p13.11	7.13	7.11	0.78	0.81	0.02	0.865	0.933	(A) FLT3 mutation
SLC19A1	21q22.3	3.46	3.48	0.41	0.59	-0.01	0.865	0.933	(B) FLT3 non mutation
TSGA13	7q32.2	0.53	0.52	0.21	0.23	0.01	0.865	0.933	(A) FLT3 mutation
MAGT1	Xq21.1	4.49	4.50	0.31	0.36	-0.01	0.865	0.933	(B) FLT3 non mutation
CHST12	7p22.3	4.52	4.54	0.81	1.12	-0.03	0.865	0.933	(B) FLT3 non mutation
RASSF4	10q11.21	3.62	3.58	1.38	1.45	0.04	0.865	0.934	(A) FLT3 mutation
TTLL9	20q11	0.24	0.25	0.22	0.20	-0.01	0.865	0.934	(B) FLT3 non mutation
RPS4Y1	Yp11.2	3.65	3.75	3.71	3.69	-0.11	0.866	0.934	(B) FLT3 non mutation
BARX1	9q22.32	0.02	0.02	0.06	0.11	-0.00	0.866	0.934	(B) FLT3 non mutation
OSBPL8	12q21.2	4.70	4.72	0.57	0.52	-0.02	0.866	0.934	(B) FLT3 non mutation
UBE2T	1q32.1	3.93	3.91	0.74	0.68	0.02	0.866	0.934	(A) FLT3 mutation
ZNF581	19q13.42	3.93	3.95	0.44	0.45	-0.01	0.866	0.934	(B) FLT3 non mutation
MRPL37	1p32.3	5.42	5.43	0.35	0.42	-0.01	0.866	0.934	(B) FLT3 non mutation
OGFOD3	17q25.3	3.55	3.56	0.35	0.45	-0.01	0.866	0.934	(B) FLT3 non mutation
MEA1	6p21.1	4.51	4.50	0.28	0.35	0.01	0.866	0.934	(A) FLT3 mutation
TXLNG	Xp22.2	2.95	2.96	0.44	0.39	-0.01	0.866	0.934	(B) FLT3 non mutation
NEXN	1p31.1	1.71	1.69	0.79	0.97	0.02	0.866	0.934	(A) FLT3 mutation
MFSD14B	9q22.32	4.60	4.59	0.42	0.42	0.01	0.866	0.934	(A) FLT3 mutation
NEU3	11q13.4	3.63	3.62	0.57	0.61	0.02	0.866	0.934	(A) FLT3 mutation
LYPLA2	1p36.11	4.25	4.27	0.36	0.44	-0.01	0.866	0.934	(B) FLT3 non mutation
ZCWPW1	7q22.1	2.26	2.28	0.50	0.51	-0.01	0.866	0.934	(B) FLT3 non mutation
OXNAD1	3p25.1-p24.3	2.78	2.80	0.51	0.42	-0.01	0.866	0.934	(B) FLT3 non mutation
ENAH	1q42.12	0.57	0.59	0.68	0.80	-0.02	0.866	0.934	(B) FLT3 non mutation
OR4N4	15q11.2	0.10	0.09	0.20	0.31	0.01	0.867	0.934	(A) FLT3 mutation
GORASP2	2q31.1	5.20	5.21	0.23	0.26	-0.01	0.867	0.934	(B) FLT3 non mutation
MESD	15q25.1	3.50	3.49	0.40	0.26	0.01	0.867	0.935	(A) FLT3 mutation
USP51	Xp11.21	1.26	1.24	0.55	0.53	0.02	0.867	0.935	(A) FLT3 mutation
IL37	2q14.1	0.09	0.09	0.10	0.12	0.00	0.867	0.935	(A) FLT3 mutation
CABLES2	20q13.33	2.73	2.74	0.34	0.40	-0.01	0.867	0.935	(B) FLT3 non mutation
GRN	17q21.31	7.18	7.14	1.25	1.41	0.04	0.867	0.935	(A) FLT3 mutation
EPG5	18q12.3-q21.1	3.49	3.49	0.28	0.40	0.01	0.867	0.935	(A) FLT3 mutation
SULF2	20q13.12	2.85	2.80	1.59	1.51	0.04	0.867	0.935	(A) FLT3 mutation
ZBTB41	1q31.3	2.21	2.20	0.42	0.43	0.01	0.868	0.935	(A) FLT3 mutation
SETMAR	3p26.1	3.16	3.14	0.50	0.48	0.01	0.868	0.935	(A) FLT3 mutation
SEPTIN11	4q21.1	4.22	4.24	0.89	0.87	-0.03	0.868	0.935	(B) FLT3 non mutation
NCAPD2	12p13.31	5.13	5.15	0.60	0.51	-0.02	0.868	0.935	(B) FLT3 non mutation
PDGFA	7p22.3	0.32	0.33	0.33	0.38	-0.01	0.868	0.935	(B) FLT3 non mutation
LY75	2q24.2	5.03	5.04	0.50	0.62	-0.02	0.868	0.935	(B) FLT3 non mutation
RNASE9	14q11.2	0.00	0.00	0.01	0.02	-0.00	0.868	0.935	(B) FLT3 non mutation
UQCC4		2.43	2.45	0.39	0.38	-0.01	0.868	0.935	(B) FLT3 non mutation
DPP6	7q36.2	0.00	0.00	0.01	0.01	0.00	0.868	0.935	(A) FLT3 mutation
LINC00239	14q32.31	0.20	0.21	0.33	0.39	-0.01	0.868	0.935	(B) FLT3 non mutation
LCAT	16q22.1	3.11	3.13	0.56	0.59	-0.02	0.868	0.935	(B) FLT3 non mutation
DDX18	2q14.1	4.79	4.77	0.44	0.40	0.01	0.868	0.935	(A) FLT3 mutation
IL4I1	19q13.33	2.26	2.25	0.39	0.41	0.01	0.868	0.935	(A) FLT3 mutation
PSTPIP1	15q24.3	3.94	3.91	0.88	1.07	0.03	0.868	0.935	(A) FLT3 mutation
SIGLEC9	19q13.3-q13.4	2.62	2.67	1.79	1.74	-0.05	0.868	0.935	(B) FLT3 non mutation
GAS5	1q25.1	6.58	6.56	0.76	0.74	0.02	0.869	0.935	(A) FLT3 mutation
MAGEF1	3q27.1	3.23	3.21	0.65	0.69	0.02	0.869	0.935	(A) FLT3 mutation
ZNF28	19q13.41	2.80	2.82	0.57	0.60	-0.02	0.869	0.935	(B) FLT3 non mutation
SAA1	11p15.1	0.08	0.09	0.09	0.17	-0.00	0.869	0.935	(B) FLT3 non mutation
TRIM7	5q35.3	0.64	0.65	0.48	0.63	-0.01	0.869	0.935	(B) FLT3 non mutation
REPS1	6q24.1	4.56	4.57	0.24	0.28	-0.01	0.869	0.935	(B) FLT3 non mutation
WFDC10A	20q13.12	0.00	0.00	0.01	0.02	0.00	0.869	0.935	(A) FLT3 mutation
LEPROT	1p31.3	5.27	5.25	0.47	0.46	0.01	0.869	0.935	(A) FLT3 mutation
ZNF749	19q13.43	2.26	2.24	0.62	0.60	0.02	0.869	0.935	(A) FLT3 mutation
